Date,Crossroads,Road,Car_7-9,Van_7-9,Bus_7-9,Minibus_7-9,Truck_7-9,3Cycle_7-9,Car_9-17,Van_9-17,Bus_9-17,Minibus_9-17,Truck_9-17,3Cycle_9-17,Car_17-19,Van_17-19,Bus_17-19,Minibus_17-19,Truck_17-19,3Cycle_17-19,Total_Vol,Lat,Long,Lat.,Lon.
2023-08-03,พระราม 3 - รัชดา,รัชดาภิเษก,2662,686.0,25,0,74,15,9977,3272.0,83,1,393,54,2169.0,616,24,0,46,13,20110.0,13.685838185446,100.520360041157,,
2023-08-03,พระราม 3 - รัชดา,พระรามที่ 3,13759,3627.0,89,1,193,59,31435,14343.0,272,0,1969,126,7517.0,2630,97,0,112,30,76259.0,13.685838185446,100.520360041157,,
2023-08-04,เศรษฐศิริ,เศรษฐศิริ,1574,310.0,13,0,5,34,3888,1400.0,9,0,46,74,1161.0,309,8,0,4,10,8845.0,13.7816030255454,100.530558881378,,
2023-08-04,เศรษฐศิริ,เทอดดำริ,2743,453.0,11,0,13,19,6692,1757.0,24,0,59,64,1489.0,616,5,0,10,6,13961.0,13.7816030255454,100.530558881378,,
2023-08-07,ลาดพร้าว- ประดิษฐ์มนูธรรม,ประดิษฐ์มนูธรรม,9402,1972.0,10,0,104,21,38235,10666.0,96,0,1208,71,9046.0,1878,18,0,106,16,72849.0,13.7864389313403,100.608770626375,,
2023-08-07,ลาดพร้าว- ประดิษฐ์มนูธรรม,ลาดพร้าว,5044,1287.0,222,0,28,5,19158,6680.0,764,2,218,17,4878.0,1748,201,1,6,2,40261.0,13.7864389313403,100.608770626375,,
2023-08-07,หน้าเซ็นทรัลอีสวิลล์,ประดิษฐ์มนูธรรม,9402,1972.0,10,0,104,21,38235,10666.0,96,0,1208,71,9046.0,1878,18,0,106,16,72849.0,13.8024297049468,100.615722550348,,
2023-08-08,จรัญสนิทวงศ์ 35,จรัญสนิทวงศ์,4660,1049.0,77,19,69,67,17406,6186.0,458,45,615,260,4572.0,1950,159,17,66,97,37772.0,13.7594630729063,100.469953782406,,
2023-08-08,จรัญสนิทวงศ์ 35,จรัญสนิทวงศ์ 35,317,84.0,0,0,2,3,918,282.0,0,0,30,15,196.0,95,0,0,1,3,1946.0,13.7594630729063,100.469953782406,,
2023-08-08,ทางข้ามระหว่างซอยจรัญสนิทวงศ์ 44 - 46,จรัญสนิทวงศ์,4872,846.0,76,10,24,121,23896,5846.0,384,25,380,356,5857.0,1272,82,9,19,98,44173.0,13.7788440132036,100.486633405516,,
2023-08-08,ปากซอยคริสจักร,จรัญสนิทวงศ์,2429,480.0,135,2,22,123,7950,1746.0,535,4,103,342,2042.0,501,150,1,11,165,16741.0,13.7308588905071,100.47330937246,,
2023-08-09,ปากซอยศาลาธรรมสพน์ 26,ศาลาธรรมสพน์,1779,633.0,14,0,23,0,4662,2848.0,66,0,272,7,1289.0,790,21,0,36,1,12441.0,13.7977847433868,100.3712520905,,
2023-08-09,พุทธมณฑลสาย 3 - อุทยาน,พุทธมณฑลสาย 3,6548,2227.0,16,0,247,7,14438,12473.0,54,0,3178,29,3293.0,2315,10,1,403,3,45242.0,13.778492,100.363769,,
2023-08-09,พุทธมณฑลสาย 3 - อุทยาน,อุทยาน,3311,1020.0,4,0,42,2,5480,3537.0,9,0,338,7,1153.96,595,1,0,14,2,15515.96,13.778492,100.363769,,
2023-08-10,หน้าตลาดพุทธบูชา 95,พุทธบูชา,1562,582.0,2,0,22,4,4143,2414.0,2,0,198,17,1261.0,541,1,0,16,6,10771.0,13.6722264529035,100.472823098298,,
2023-08-10,ทางข้ามระหว่างซอยพุทธบูชา 22 -22/1,พุทธบูชา,1533,433.0,4,0,9,4,5801,2116.0,4,0,171,15,1453.0,406,0,0,23,6,11978.0,13.6642223506175,100.47016121538,,
2023-08-10,ปากทางเข้าแฟลตทหารเรือ,สุขสวัสดิ์ 26,628,256.0,0,0,5,3,1794,1032.0,0,0,47,8,372.0,182,0,0,9,6,4342.0,13.6730100816399,100.485340876323,,
2023-08-11,วงเวียนใหญ่,สมเด็จพระเจ้าตากสิน,2244,825.0,90,39,53,180,12354,4412.0,409,168,298,512,3443.0,1294,110,44,46,123,26644.0,13.7263506334244,100.493078524428,,
2023-08-11,วงเวียนใหญ่,ประชาธิปก,3431,857.0,94,35,9,176,14126,4688.0,470,135,121,556,3836.0,1413,120,24,64,124,30279.0,13.7263506334244,100.493078524428,,
2023-08-11,วงเวียนใหญ่,อินทรพิทักษ์,5864,960.0,137,15,32,160,12162,3339.0,549,60,183,630,2992.0,692,129,16,17,134,28071.0,13.7263506334244,100.493078524428,,
2023-08-11,วงเวียนใหญ่,ลาดหญ้า,1857,329.0,102,7,23,266,6324,1990.0,305,11,81,812,1423.0,338,70,1,2,167,14108.0,13.7263506334244,100.493078524428,,
2023-08-15,ปากซอยลาดหญ้า 10,ลาดหญ้า,1606,326.0,91,0,8,261,5110,1536.0,333,0,29,600,1195.0,368,89,0,5,157,11714.0,13.7280370275083,100.500426852923,,
2023-08-15,หน้าสถาบันสุขภาพเด็กฯ,ราชวิถี,4891,788.0,211,38,12,39,20401,3920.0,904,92,227,193,3894.0,926,277,21,41,53,36928.0,13.7661650172484,100.535393197301,,
2023-08-15,หน้าห้างเซ็นจูรี่,รางน้ำ,846,212.0,3,0,6,18,2989,745.0,10,0,15,102,599.0,118,3,0,4,8,5678.0,13.761266918183,100.536849013436,,
2023-08-15,หน้า ททบ.5,พหลโยธิน,4352,537.0,161,50,35,51,15782,3987.0,753,155,267,45,3832.0,851,170,30,29,9,31096.0,13.7709286372087,100.541554743459,,
2023-08-16,เอกมัยใต้,ทางเข้าขนส่งเอกมัย,30,19.0,11,9,0,1,331,160.0,91,57,3,15,26.0,47,28,17,1,3,849.0,13.72005,100.584417,,
2023-08-16,เอกมัยใต้,สุขุมวิท 63,1466,449.0,6,1,5,10,4983,1689.0,42,4,35,46,1505.0,498,14,1,9,7,10770.0,13.72005,100.584417,,
2023-08-16,เอกมัยใต้,สุขุมวิท,3842,1240.0,148,19,17,17,12746,5294.0,503,71,193,113,3085.0,1265,149,18,49,26,28795.0,13.72005,100.584417,,
2023-08-17,เพชรเกษม 81,เพชรเกษม 81,1109,237.0,29,0,22,8,3493,1196.0,108,0,248,16,871.0,293,24,0,29,4,7687.0,13.7054855551732,100.343270891152,,
2023-08-17,เพชรเกษม 81,เพชรเกษม,5744,2888.0,182,1,371,10,23463,15586.0,830,6,3462,48,6432.0,4094,269,1,598,13,63998.0,13.7054855551732,100.343270891152,,
2023-08-17,หน้าโรงเรียนสารสาสน์ฯ,เพชรเกษม 81(มาเจริญ),872,722.0,7,2,17,7,3459,3474.0,23,0,535,19,924.0,837,5,0,49,9,10961.0,13.6719272570304,100.34710417395,,
2023-08-18,ยมราช,หลานหลวง,25,42.0,66,0,3,3,114,141.0,276,0,16,12,49.0,25,53,0,2,1,828.0,13.7573545560109,100.52056547518,,
2023-08-18,ยมราช,พิษณุโลก,6154,1092.0,53,0,39,172,20831,5408.0,276,0,378,405,5900.0,1326,103,0,25,77,42239.0,13.7573545560109,100.52056547518,,
2023-08-18,ยมราช,สวรรคโลก,1937,385.0,63,0,9,36,6722,1962.0,204,1,68,126,1374.0,299,52,0,7,21,13266.0,13.7573545560109,100.52056547518,,
2023-08-18,ยมราช,เพชรบุรี,4622,1030.0,118,1,15,109,15346,5066.0,512,2,288,309,2700.0,1012,130,1,53,68,31382.0,13.7573545560109,100.52056547518,,
2023-08-21,เลียบทางรถไฟสายใต้ - เอราวัณ ปาร์คอเวนิว,เอราวัณ ปาร์ค อเวนิว,415,81.0,0,0,4,8,760,275.0,0,0,20,18,173.0,74,0,0,2,3,1833.0,13.7728465057043,100.460213625758,,
2023-08-21,เลียบทางรถไฟสายใต้ - เอราวัณ ปาร์คอเวนิว,เลียบทางรถไฟสายใต้,1353,267.0,2,0,9,11,3826,1087.0,0,0,60,42,1405.0,351,4,1,14,3,8435.0,13.7728465057043,100.460213625758,,
2023-08-22,ปากซอยรามคำแหง 23,รามคำแหง,3630,1290.0,204,19,20,2,13260,4670.0,696,65,147,17,3142.0,841,177,19,13,6,28218.0,13.7541351671186,100.612146331222,,
2023-08-22,รามคำแหง 24,รามคำแหง 24,706,191.0,4,2,9,7,2630,721.0,29,7,50,30,511.0,109,6,2,4,7,5025.0,13.755386,100.613542,,
2023-08-22,รามคำแหง 24,รามคำแหง,3706,1200.0,193,18,16,7,10875,3975.0,697,63,142,41,2619.0,809,179,18,18,6,24582.0,13.755386,100.613543,,
2023-08-23,สุขุมวิท - สุขุมวิท 71,สุขุมวิท 71,1325,354.0,22,6,31,23,4093,1675.0,169,27,377,77,862.0,394,27,2,34,9,9507.0,13.7131710688726,100.594119744991,,
2023-08-23,สุขุมวิท - สุขุมวิท 71,สุขุมวิท,6206,1690.0,180,29,134,90,23752,8415.0,867,166,1334,402,6165.0,2169,204,32,104,85,52024.0,13.7131710688726,100.594119744991,,
2023-08-23,พระโขนง,พระรามที่ 4,528,196.0,31,0,19,3,2016,1334.0,160,1,179,14,354.0,197,22,0,7,2,5063.0,13.7142929689037,100.592533647341,,
2023-08-23,พระโขนง,สุขุมวิท,6567,1797.0,201,46,104,78,22718,8443.0,817,168,1452,347,5128.0,1654,206,32,167,69,49994.0,13.7142929689037,100.592533647341,,
2023-08-24,ด่วนเพลินจิต,ดวงพิทักษ์,788,124.0,0,0,4,1,2232,691.0,0,0,6,9,402.0,81,0,0,2,3,4343.0,13.7427787869944,100.550543991762,,
2023-08-24,ด่วนเพลินจิต,ทางขึ้นลงทางด่วน,3131,504.0,1,0,7,0,7412,1847.0,12,0,15,0,1184.0,272,2,0,1,0,14388.0,13.7427787869944,100.550543991762,,
2023-08-24,ด่วนเพลินจิต,เพลินจิต,406,162.0,17,3,2,1,2005,696.0,94,25,29,97,322.0,200,32,5,7,20,4123.0,13.7427787869944,100.550543991762,,
2023-08-24,ด่วนเพลินจิต,สุขุมวิท,7212,1198.0,48,6,40,25,18062,3429.0,242,22,100,100,4205.0,719,54,7,5,18,35492.0,13.7427787869944,100.550543991762,,
2023-08-25,เพชรพระราม ,บรรทัดทอง,947,179.0,15,0,9,67,2980,762.0,43,0,41,408,588.0,200,12,0,7,66,6324.0,13.754972,100.526886,,
2023-08-25,เพชรพระราม ,เพชรบุรี,6756,1277.0,129,5,9,165,20930,5698.0,527,17,155,806,4213.0,1216,139,5,20,136,42203.0,13.754972,100.526887,,
2023-08-28,บางขุนนนท์,จรัญสนิทวงศ์,4508,998.0,140,8,44,88,16756,5028.0,552,22,266,399,3937.0,1217,144,2,29,122,34260.0,13.763886,100.473897,,
2023-08-28,บางขุนนนท์,บางกอกน้อยตลิ่งชัน,1509,434.0,31,0,12,29,4898,1963.0,103,0,87,90,1204.0,476,23,0,12,25,10896.0,13.763886,100.473898,,
2023-08-28,บางขุนนนท์,จรัญสนิทวงศ์ 32,78,41.0,0,0,2,2,282,136.0,0,0,6,9,59.0,38,0,0,1,0,654.0,13.763886,100.473899,,
2023-08-29,สาทร - นราธิวาสฯ,นราธิวาสราชนครินทร์,4353,1026.0,50,7,24,36,15879,4755.0,196,40,118,121,4801.0,1466,63,7,13,42,32997.0,13.721847,100.530147,,
2023-08-29,สาทร - นราธิวาสฯ,สาทร,8463,1349.0,32,5,33,24,25683,6502.0,167,18,304,259,6052.0,1360,39,6,22,53,50371.0,13.721847,100.530148,,
2023-08-30,บางแค,บางแค,534,194.0,1,0,10,11,2469,1255.0,2,0,21,32,581.0,259,1,0,1,6,5377.0,13.711753,100.420836,,
2023-08-30,บางแค,เพชรเกษม,6765,1995.0,238,0,72,246,23346,9701.0,1062,2,586,548,6579.0,2994,244,3,119,188,54688.0,13.711753,100.420837,,
2023-08-31,เลียบคลองภาษีเจริญฝั่งใต้ - เพชรเกษม 69,เพชรเกษม 69,1160,633.0,19,1,92,7,3894,2467.0,61,0,300,18,912.0,529,18,0,57,3,10171.0,13.6887815746179,100.382078708712,,
2023-08-31,เลียบคลองภาษีเจริญฝั่งใต้ - เพชรเกษม 69,เลียบคลองภาษีเจริญฝั่งใต้,450,199.0,0,0,10,1,1517,1011.0,0,0,128,7,416.0,229,0,0,5,2,3975.0,13.6887815746179,100.382078708712,,
2023-08-31,เลียบคลองภาษีเจริญฝั่งใต้ - เพชรเกษม 69,สวนจำปี,9,22.0,0,0,5,0,57,56.0,0,0,28,1,25.0,15,0,0,4,0,222.0,13.6887815746179,100.382078708712,,
2023-09-01,ไฟฉาย,จรัญสนิทวงศ์,5703,1195.0,119,0,35,87,21563,6961.0,401,1,281,251,5455.0,1832,76,0,31,55,44046.0,13.754797,100.469489,,
2023-09-01,ไฟฉาย,พรานนก - กาญจนาภิเษก,3255,823.0,36,3,4,10,9383,2915.0,130,19,105,56,2639.0,796,26,7,13,16,20236.0,13.754797,100.469489,,
2023-09-01,ไฟฉาย,พรานนก,2461,770.0,33,2,9,33,8528,3171.0,149,10,87,157,2089.0,697,43,3,7,44,18293.0,13.754797,100.469489,,
2023-09-04,ชักพระ ,ชัยพฤกษ์,1138,403.0,20,0,5,11,5928,1734.0,32,0,47,37,1753.0,514,9,0,7,14,11652.0,13.781519,100.464786,,
2023-09-04,ชักพระ ,ชักพระ,339,111.0,40,0,5,4,1249,453.0,112,0,27,18,336.0,136,20,0,2,3,2855.0,13.781519,100.464786,,
2023-09-05,เลียบทางรถไฟสายใต้ - ฉิมพลี,ฉิมพลี,1266,466.0,29,0,10,9,3197,1412.0,137,0,54,28,987.0,425,29,0,8,3,8060.0,13.779394,100.452021,,
2023-09-05,เลียบทางรถไฟสายใต้ - ฉิมพลี,เลียบทางรถไฟสายใต้,1592,441.0,2,2,17,5,4290,1679.0,5,0,153,18,1349.0,454,2,0,14,2,10025.0,13.779394,100.452021,,
2023-09-06,โพธิ์สามต้น,อิสรภาพ,2583,584.0,46,0,13,208,6522,2051.0,202,0,95,802,1956.0,623,54,0,10,180,15929.0,13.740439,100.483894,,
2023-09-06,โพธิ์สามต้น,วังเดิม,565,108.0,19,0,6,32,2223,605.0,74,0,78,108,617.0,125,23,0,6,32,4621.0,13.740439,100.483894,,
2023-09-07,อรุณอมรินทร์ - วังเดิม,อรุณอมรินทร์,2067,420.0,39,0,10,67,7247,1855.0,120,0,56,305,1840.0,493,25,0,6,50,14600.0,13.742167,100.487561,,
2023-09-07,อรุณอมรินทร์ - วังเดิม,วังเดิม,929,208.0,21,0,10,42,3313,859.0,47,1,32,151,658.0,215,11,0,1,41,6539.0,13.742167,100.487561,,
2023-09-08,สวนผัก - ชัยพฤกษ์,ชัยพฤกษ์,526,187.0,3,0,6,0,1569,888.0,10,0,53,2,767.0,266,0,1,3,2,4283.0,13.791657,100.463482,,
2023-09-08,สวนผัก - ชัยพฤกษ์,สวนผัก,296,170.0,0,0,2,1,1194,619.0,6,0,14,6,288.0,147,0,0,1,2,2746.0,13.791657,100.463482,,
2023-09-08,สวนผัก - ชัยพฤกษ์,ชัยพฤกษ์ 18,14,9.0,0,0,0,0,35,21.0,0,0,1,0,10.0,8,0,0,0,0,98.0,13.791657,100.463482,,
2023-09-11,เพชรเกษม 69,เพชรเกษม 69,1529,508.0,17,0,29,9,6066,2320.0,53,0,186,22,1559.0,667,15,0,23,7,13010.0,13.708045,100.373836,,
2023-09-11,เพชรเกษม 69,เพชรเกษม 102/4,24,12.0,0,0,2,0,56,52.0,0,0,6,0,20.0,10,0,0,2,0,184.0,13.708045,100.373836,,
2023-09-11,เพชรเกษม 69,เพขรเกษม,6833,2215.0,170,0,283,7,21026,13977.0,797,0,2675,30,5860.0,2983,220,0,288,11,57375.0,13.708045,100.373836,,
2023-09-12,สุขุมวิท 42,สุขุมวิท 42,1400,397.0,32,7,21,6,5094,1847.0,120,17,255,53,1109.0,435,28,2,20,7,10850.0,13.719548,100.585058,,
2023-09-12,สุขุมวิท 42,สุขุมวิท,4169,1290.0,155,10,28,36,12984,5356.0,573,69,358,43,3571.0,1400,151,15,37,11,30256.0,13.719548,100.585058,,
2023-09-13,นิมิตใหม่ 4 - 6,นิมิตใหม่,4425,2060.0,5,4,617,0,11950,7385.0,18,13,4744,0,3126.0,1772,3,3,777,0,36902.0,13.82471,100.740375,,
2023-09-13,หทัยราษฎร์ - สุวินทวงศ์,หทัยราษฎร์,1834,841.0,5,0,7,1,3550,2621.0,7,0,323,4,830.0,710,2,0,75,1,10811.0,13.816697,100.722187,,
2023-09-13,หทัยราษฎร์ - สุวินทวงศ์,สุวินทวงศ์,7817,3831.0,104,4,107,12,30031,19601.0,333,18,2748,68,7807.0,4855,112,6,569,14,78037.0,13.816697,100.722187,,
2023-09-14,ทางข้ามโรงเรียนบางบัว,พหลโยธิน,8184,1514.0,186,0,82,13,23166,6635.0,716,0,680,41,6048.0,1365,155,0,69,11,48865.0,13.857289,100.585521,,
2023-09-14,ทางข้ามโรงเรียนบางบัว,เลียบคลองบางเขน,800,145.0,0,0,1,3,2747,1205.0,0,0,131,5,553.0,214,0,0,5,1,5810.0,13.857289,100.585521,,
2023-09-14,เสนานิคม 1 ซอย 8,เสนานิคม 1 ซอย 8,286,41.0,0,0,0,3,496,141.0,0,0,3,2,252.0,95,0,0,0,0,1319.0,13.833875,100.575606,,
2023-09-14,เสนานิคม 1 ซอย 8,เสนานิคม 1,2510,537.0,0,0,18,322,7275,2065.0,12,0,78,775,1938.0,455,0,0,6,176,16167.0,13.833875,100.575606,,
2023-09-15,อุรุพงษ์,พระรามที่ 6,5093,1025.0,9,0,24,92,20820,7800.0,118,4,307,649,4985.0,1842,30,1,55,112,42966.0,13.756144,100.523478,,
2023-09-15,อุรุพงษ์,เพชรบุรี,5496,962.0,173,3,34,94,17703,4759.0,689,9,208,525,4576.0,1081,179,2,9,105,36607.0,13.756144,100.523478,,
2023-09-18,ปากซอยลาดพร้าว 15,ลาดพร้าว 15,302,79.0,0,0,1,2,1080,418.0,0,0,9,11,173.0,64,0,0,1,4,2144.0,13.807908,100.570489,,
2023-09-18,ปากซอยลาดพร้าว 15,ลาดพร้าว ,5104,756.0,143,0,12,13,21416,5304.0,698,5,82,73,5398.0,1465,194,1,11,16,40691.0,13.807908,100.570489,,
2023-09-19,ทางข้าม รร.ผ่องพลอยอนุสรณ์,ลาซาล 55,1970,465.0,4,2,9,1,4325,2242.0,7,5,90,10,1362.0,425,2,1,11,2,10933.0,13.661233,100.630128,,
2023-09-19,ผ่องพลอย,ลาซาล 46,55,15.0,0,0,1,0,127,65.0,0,0,4,3,34.0,18,0,0,0,1,323.0,13.659475,100.629804,,
2023-09-19,ผ่องพลอย,ลาซาล 55,881,243.0,0,0,5,3,2103,788.0,0,0,23,3,663.0,185,0,0,1,0,4898.0,13.659475,100.629804,,
2023-09-19,ผ่องพลอย,ลาซาล,2970,668.0,4,2,29,14,9816,3023.0,21,6,122,21,2622.0,920,7,4,14,7,20270.0,13.659475,100.629804,,
2023-09-20,พุทธมณฑลสาย 2,เพชรเกษม 55,65,18.0,0,0,1,2,223,88.0,0,0,4,2,55.0,18,0,0,0,1,477.0,13.709774,100.39589,,
2023-09-20,พุทธมณฑลสาย 2,พุทธมณฑลสาย 2,1181,335.0,47,0,21,2,5690,1732.0,220,0,297,22,1367.0,372,33,0,17,6,11342.0,13.709774,100.39589,,
2023-09-20,พุทธมณฑลสาย 2,เพชรเกษม,10035,3649.0,218,0,424,64,29387,16782.0,841,0,3310,215,7150.0,3701,153,0,500,50,76479.0,13.709774,100.39589,,
2023-09-20,หน้าสวนอาหารปีกไม้,พุทธมณฑลสาย 2,2410,851.0,77,0,26,7,9108,4132.0,305,0,449,54,2433.0,943,66,0,43,12,20916.0,13.713806,100.395892,,
2023-09-21,หน้าเซเว่นหน้าวัดปากน้ำ,รัชมงคลประสาธน์ 10,177,60.0,0,0,1,14,861,325.0,0,0,2,63,126.0,106,0,0,1,18,1754.0,13.721683,100.468294,,
2023-09-21,หน้าเซเว่นหน้าวัดปากน้ำ,รัชมงคลประสาธน์ ,221,74.0,0,0,1,6,669,230.0,0,0,4,58,169.0,43,0,0,1,12,1488.0,13.721683,100.468294,,
2023-09-21,วัดนาคปรก,รัชมงคลประสาธน์,288,123.0,6,0,13,17,1004,413.0,32,3,45,62,267.0,114,10,0,3,14,2414.0,13.718794,100.466819,,
2023-09-21,วัดนาคปรก,เทอดไท,909,254.0,19,1,4,13,2355,849.0,51,3,39,27,776.0,263,19,1,5,11,5599.0,13.718794,100.466819,,
2023-09-22,ทางข้ามหน้าทำเนียบรัฐบาล,พิษณุโลก,2615,690.0,73,0,8,22,8613,2187.0,248,0,19,50,2579.0,673,56,0,2,13,17848.0,13.7641564906262,100.512434,,
2023-09-22,ปากซอยนครสวรรค์ 3,นครสวรรค์,3881,934.0,28,1,10,24,13033,4664.0,152,4,101,123,3779.0,1770,32,1,34,35,28606.0,13.7590262523565,100.510828,,
2023-09-25,ตลาดวงศกร,ทางเข้าออกตลาดวงศกร,258,129.0,0,0,2,0,790,393.0,0,0,3,2,82.0,57,0,0,0,0,1716.0,13.921462,100.683786,,
2023-09-25,ตลาดวงศกร,เฉลิมพงษ์,689,444.0,0,0,21,0,2559,1401.0,0,0,51,1,699.0,326,0,0,3,0,6194.0,13.921462,100.683786,,
2023-09-25,ตลาดวงศกร,สายไหม,2220,792.0,5,4,50,4,7072,4010.0,31,13,603,18,1812.0,836,8,2,30,3,17513.0,13.921462,100.683786,,
2023-09-26,ผ่านภิภพลีลา,ราชดำเนินใน,909,306.0,94,21,14,28,7820,2697.0,565,84,128,401,1744.0,512,103,15,18,55,15514.0,13.757028,100.494786,,
2023-09-26,ผ่านภิภพลีลา,สมเด็จพระปิ่นเกล้า,8188,1564.0,161,13,26,65,18125,6257.0,698,17,338,421,3721.0,1426,162,2,20,85,41289.0,13.757028,100.494786,,
2023-09-26,ผ่านภิภพลีลา,ราชดำเนินกลาง,2487,681.0,228,0,81,108,16394,5885.0,916,3,413,916,3923.0,1276,184,0,8,146,33649.0,13.757028,100.494786,,
2023-09-26,ผ่านภิภพลีลา,จักรพงษ์,414,154.0,72,0,6,52,1776,598.0,306,0,45,197,478.0,103,66,0,3,29,4299.0,13.757028,100.494786,,
2023-09-27,จักรพรรดิพงษ์,นครสวรรค์,3040,538.0,7,0,18,16,8364,2268.0,36,0,78,227,1628.0,450,19,1,4,56,16750.0,13.758253,100.509514,,
2023-09-27,จักรพรรดิพงษ์,จักรพรรดิพงษ์,3969,854.0,15,0,11,61,13161,3820.0,56,0,143,228,2355.0,667,6,0,4,39,25389.0,13.758253,100.509514,,
2023-09-28,ด่วนกำแพงเพชร,เจษฎา,330,111.0,35,0,4,5,971,360.0,112,0,8,9,234.0,128,28,0,1,1,2337.0,13.797831,100.541208,,
2023-09-28,ด่วนกำแพงเพชร,กำแพงเพชร,8015,1643.0,91,5,58,44,27282,6964.0,301,29,244,229,6828.0,1620,95,3,13,46,53510.0,13.797831,100.541208,,
2023-09-29,เฉลิมบุรี,ทรงสวัสดิ์,224,146.0,0,0,14,64,1853,1427.0,0,0,45,458,539.0,343,0,0,10,212,5335.0,13.739439,100.511464,,
2023-09-29,เฉลิมบุรี,เยาวราช,1617,357.0,73,13,4,74,7835,2081.0,231,92,39,523,1830.0,492,84,45,16,283,15689.0,13.739439,100.511464,,
2023-09-29,แปลงนาม,แปลงนาม,77,32.0,0,0,4,23,886,313.0,0,0,17,83,60.0,30,0,0,0,12,1537.0,13.741861,100.510444,,
2023-09-29,แปลงนาม,พลับพลาไชย,125,28.0,0,2,5,39,1072,345.0,0,3,14,259,123.0,79,0,0,0,18,2112.0,13.741861,100.510444,,
2023-09-29,แปลงนาม,เจริญกรุง,2039,380.0,47,18,6,65,9242,2469.0,338,48,31,416,2191.0,543,81,17,5,54,17990.0,13.741861,100.510444,,
2023-10-02,ค.ป.อ.,พหลโยธิน,4391,1596.0,177,16,51,4,16750,6848.0,619,53,892,26,4279.0,1784,148,12,107,6,37759.0,13.9235384961967,100.625056152265,,
2023-10-02,ค.ป.อ.,ธูปเตมีย์,1638,442.0,3,0,2,1,4841,1151.0,5,0,15,1,1058.0,242,0,0,2,0,9401.0,13.9235384961967,100.625056152265,,
2023-10-02,ค.ป.อ.,จันทรุเบกษา,3002,640.0,6,3,9,1,7526,2685.0,18,9,129,5,1907.0,775,5,1,12,1,16734.0,13.9235384961967,100.625056152265,,
2023-10-03,ฤทธิยะวรรณาลัย,พหลโยธิน,2911,1043.0,178,4,11,7,10809,4737.0,546,19,67,17,2711.0,1144,141,4,13,6,24368.0,13.915667,100.620442,,
2023-10-03,ฤทธิยะวรรณาลัย,ทางเข้าออกอากาศโยธิน,433,137.0,0,0,0,0,1044,335.0,0,0,1,0,201.0,60,0,0,1,0,2212.0,13.915667,100.620442,,
2023-10-03,ฤทธิยะวรรณาลัย,ช่องทางท่าดินแดง 5,744,181.0,0,0,0,0,2059,425.0,0,0,3,0,829.0,221,0,0,0,0,4462.0,13.915667,100.620442,,
2023-10-04,ประเสริฐมนูกิจ 29,มัยลาภ,59,24.0,0,0,0,0,371,93.0,0,0,3,0,141.0,45,0,0,0,0,736.0,13.8320385030346,100.61320275215,,
2023-10-04,ประเสริฐมนูกิจ 29,ประเสริฐมนูกิจ 29,643,271.0,1,0,8,0,2325,1082.0,17,0,49,0,652.0,243,2,0,5,0,5298.0,13.8320385030346,100.61320275215,,
2023-10-04,ประเสริฐมนูกิจ 29,ประเสริฐมนูกิจ,8740,2395.0,39,0,95,3,29923,11599.0,181,0,1488,8,7205.0,2527,49,0,169,4,64425.0,13.8320385030346,100.61320275215,,
2023-10-05,ปากซอยประชาชื่น 37,ประชาชื่น,2095,517.0,15,0,13,9,10147,3284.0,101,1,138,63,2398.0,787,24,0,19,13,19624.0,13.8408360932293,100.541409879753,,
2023-10-05,หน้าโรงเรียนอนุบาลแสงโสม,ประชาชื่น,3669,691.0,45,0,41,5,14415,3713.0,201,1,258,13,3236.0,847,43,0,30,3,27211.0,13.8358076517816,100.540235907267,,
2023-10-05,หน้าตลาดบองมาเช่,เทศบาลสงเคราะห์,2521,509.0,5,0,74,2,10133,2704.0,32,0,282,31,2606.0,958,9,0,34,16,19916.0,13.8397099811713,100.550762440978,,
2023-10-06,ปากซอยประชาชื่น 29,ประชาชื่น,2558,717.0,57,0,6,5,8980,3285.0,200,1,183,35,2625.0,921,56,0,29,8,19666.0,13.8273174889633,100.538221318735,,
2023-10-06,หน้าอาคารสุขประพฤติ,ประชาชื่น,3037,506.0,51,0,8,17,10630,2852.0,120,0,48,128,2702.0,570,27,0,10,26,20732.0,13.8147160242057,100.535292517088,,
2023-10-06,หน้าคอนโด เมโทร สกาย,ประชาชื่น,3110,560.0,47,0,30,12,9972,3049.7,161,0,291,58,2492.0,737,49,0,17,21,20606.7,13.8222106337883,100.537060665623,,
2023-10-09,ผ่านฟ้าลีลาศ,บริพัตร,5,6.0,0,0,1,3,82,29.0,0,0,5,16,11.0,8,0,0,1,6,173.0,13.756331,100.505903,,
2023-10-09,ผ่านฟ้าลีลาศ,ราชดำเนินกลาง,4575,839.0,92,1,25,38,14766,3671.0,448,0,117,271,3729.0,892,119,0,5,87,29675.0,13.756331,100.505903,,
2023-10-09,ผ่านฟ้าลีลาศ,ปรินายก,18,4.0,0,0,0,3,59,15.0,0,0,0,6,17.0,3,0,0,0,0,125.0,13.756331,100.505903,,
2023-10-09,ผ่านฟ้าลีลาศ,ราชดำเนินนอก,331,64.0,27,0,4,13,1656,396.0,139,0,36,56,322.0,62,36,0,0,9,3151.0,13.756331,100.505903,,
2023-10-09,ผ่านฟ้าลีลาศ,นครสวรรค์,14,5.0,0,0,0,0,207,91.0,0,0,22,33,57.0,38,0,0,3,1,471.0,13.756331,100.505903,,
